,Product ID,Product Name,Category,Price
89,90,Product 90,Books,342.77
90,91,Product 91,Sports,239.18
91,92,Product 92,Books,65.73
92,93,Product 93,Books,7.92
93,94,Product 94,Books,340.79
94,95,Product 95,Books,326.59
95,96,Product 96,Books,353.38
96,97,Product 97,Electronics,368.92
97,98,Product 98,Sports,25.44
98,99,Product 99,Electronics,408.81
99,100,Product 100,Sports,110.44
100,101,Product 101,Clothing,138.01
101,102,Product 102,Home Goods,105.7
102,103,Product 103,Sports,233.1
103,104,Product 104,Home Goods,111.31
104,105,Product 105,Electronics,309.99
105,106,Product 106,Home Goods,370.94
106,107,Product 107,Home Goods,255.24
107,108,Product 108,Electronics,94.7
108,109,Product 109,Clothing,105.09
109,110,Product 110,Sports,136.99
110,111,Product 111,Electronics,431.06
111,112,Product 112,Clothing,26.78
112,113,Product 113,Clothing,291.72
113,114,Product 114,Sports,240.43
114,115,Product 115,Sports,208.21
115,116,Product 116,Home Goods,420.53
116,117,Product 117,Electronics,313.85
117,118,Product 118,Sports,497.57
118,119,Product 119,Sports,139.42
119,120,Product 120,Sports,222.17
120,121,Product 121,Home Goods,98.65
121,122,Product 122,Books,322.02
122,123,Product 123,Books,333.76
123,124,Product 124,Sports,20.43
124,125,Product 125,Books,318.28
125,126,Product 126,Home Goods,89.11
126,127,Product 127,Sports,493.86
127,128,Product 128,Electronics,475.76
128,129,Product 129,Electronics,309.07
129,130,Product 130,Clothing,336.38
130,131,Product 131,Sports,496.82
131,132,Product 132,Books,151.33
132,133,Product 133,Clothing,160.8
133,134,Product 134,Sports,472.64
134,135,Product 135,Electronics,90.63
135,136,Product 136,Electronics,293.38
136,137,Product 137,Books,481.61
137,138,Product 138,Sports,135.57
138,139,Product 139,Home Goods,120.33
139,140,Product 140,Clothing,49.33
140,141,Product 141,Clothing,273.94
141,142,Product 142,Books,130.9
142,143,Product 143,Home Goods,10.72
143,144,Product 144,Home Goods,407.73
144,145,Product 145,Clothing,368.31
145,146,Product 146,Sports,165.14
146,147,Product 147,Home Goods,397.24
147,148,Product 148,Electronics,480.01
148,149,Product 149,Sports,56.14
149,150,Product 150,Electronics,430.88
150,151,Product 151,Clothing,489.64
151,152,Product 152,Books,54.3
152,153,Product 153,Electronics,128.25
153,154,Product 154,Home Goods,471.16
154,155,Product 155,Electronics,209.69
155,156,Product 156,Books,266.48
156,157,Product 157,Clothing,297.85
157,158,Product 158,Books,277.77
158,159,Product 159,Books,29.0
159,160,Product 160,Clothing,418.19
160,161,Product 161,Sports,422.84
161,162,Product 162,Clothing,246.47
162,163,Product 163,Electronics,314.43
163,164,Product 164,Books,65.46
164,165,Product 165,Clothing,64.0
165,166,Product 166,Sports,471.29
166,167,Product 167,Electronics,205.57
167,168,Product 168,Electronics,379.26
168,169,Product 169,Clothing,11.02
169,170,Product 170,Books,61.34
170,171,Product 171,Home Goods,298.69
171,172,Product 172,Clothing,355.57
172,173,Product 173,Books,275.2
173,174,Product 174,Books,326.18
174,175,Product 175,Clothing,429.91
175,176,Product 176,Clothing,92.6
176,177,Product 177,Electronics,155.82
177,178,Product 178,Electronics,199.77
178,179,Product 179,Sports,250.37
179,180,Product 180,Clothing,353.78
180,181,Product 181,Books,394.34
181,182,Product 182,Clothing,251.0
182,183,Product 183,Clothing,49.62
183,184,Product 184,Clothing,134.7
184,185,Product 185,Electronics,209.54
185,186,Product 186,Home Goods,485.11
186,187,Product 187,Clothing,495.02
187,188,Product 188,Books,484.72
188,189,Product 189,Sports,218.5
189,190,Product 190,Sports,31.42
190,191,Product 191,Electronics,133.57
191,192,Product 192,Electronics,319.36
192,193,Product 193,Sports,497.96
193,194,Product 194,Sports,125.81
194,195,Product 195,Clothing,453.55
195,196,Product 196,Electronics,388.67
196,197,Product 197,Electronics,433.7
197,198,Product 198,Electronics,283.3
198,199,Product 199,Electronics,161.66
199,200,Product 200,Books,398.75
200,201,Product 201,Books,367.6
201,202,Product 202,Books,280.76
202,203,Product 203,Home Goods,443.55
203,204,Product 204,Electronics,361.0
204,205,Product 205,Home Goods,185.36
205,206,Product 206,Clothing,126.1
206,207,Product 207,Sports,99.95
207,208,Product 208,Home Goods,308.04
208,209,Product 209,Books,171.06
209,210,Product 210,Books,147.55
210,211,Product 211,Clothing,165.84
211,212,Product 212,Clothing,278.34
212,213,Product 213,Books,155.47
213,214,Product 214,Books,72.43
214,215,Product 215,Home Goods,83.56
215,216,Product 216,Sports,100.13
216,217,Product 217,Clothing,437.16
217,218,Product 218,Sports,302.14
218,219,Product 219,Books,338.35
219,220,Product 220,Electronics,320.34
220,221,Product 221,Books,71.07
221,222,Product 222,Electronics,208.08
222,223,Product 223,Home Goods,208.28
223,224,Product 224,Clothing,6.47
224,225,Product 225,Electronics,206.26
225,226,Product 226,Electronics,143.26
226,227,Product 227,Sports,297.41
227,228,Product 228,Electronics,148.6
228,229,Product 229,Electronics,406.98
229,230,Product 230,Home Goods,212.64
230,231,Product 231,Home Goods,29.23
231,232,Product 232,Electronics,423.82
232,233,Product 233,Sports,481.11
233,234,Product 234,Clothing,63.71
234,235,Product 235,Home Goods,400.88
235,236,Product 236,Home Goods,251.1
236,237,Product 237,Electronics,398.25
237,238,Product 238,Electronics,413.03
238,239,Product 239,Books,184.35
239,240,Product 240,Clothing,380.37
240,241,Product 241,Electronics,272.05
241,242,Product 242,Home Goods,235.29
242,243,Product 243,Sports,487.21
243,244,Product 244,Electronics,422.28
244,245,Product 245,Clothing,212.51
245,246,Product 246,Home Goods,405.46
246,247,Product 247,Sports,318.52
247,248,Product 248,Home Goods,470.52
248,249,Product 249,Clothing,428.6
249,250,Product 250,Sports,260.24
250,251,Product 251,Sports,245.74
251,252,Product 252,Sports,122.15
252,253,Product 253,Books,345.73
253,254,Product 254,Home Goods,56.99
254,255,Product 255,Home Goods,238.18
255,256,Product 256,Electronics,421.48
256,257,Product 257,Home Goods,177.11
257,258,Product 258,Books,391.9
258,259,Product 259,Books,274.41
259,260,Product 260,Home Goods,39.26
260,261,Product 261,Home Goods,351.0
261,262,Product 262,Clothing,423.04
262,263,Product 263,Books,156.58
263,264,Product 264,Books,337.94
264,265,Product 265,Electronics,392.75
265,266,Product 266,Electronics,117.63
266,267,Product 267,Sports,283.92
267,268,Product 268,Electronics,75.24
268,269,Product 269,Books,408.9
269,270,Product 270,Clothing,165.77
270,271,Product 271,Books,343.54
271,272,Product 272,Books,411.07
272,273,Product 273,Sports,199.9
273,274,Product 274,Sports,125.81
274,275,Product 275,Sports,427.97
275,276,Product 276,Books,349.26
276,277,Product 277,Electronics,162.52
277,278,Product 278,Clothing,49.58
278,279,Product 279,Electronics,74.04
279,280,Product 280,Clothing,114.74
280,281,Product 281,Sports,232.87
281,282,Product 282,Sports,433.78
282,283,Product 283,Sports,5.44
283,284,Product 284,Books,468.06
284,285,Product 285,Clothing,66.05
285,286,Product 286,Home Goods,476.91
286,287,Product 287,Books,386.42
287,288,Product 288,Books,363.85
288,289,Product 289,Home Goods,276.11
289,290,Product 290,Clothing,146.46
290,291,Product 291,Books,367.69
291,292,Product 292,Electronics,371.22
292,293,Product 293,Books,190.61
293,294,Product 294,Books,287.99
294,295,Product 295,Electronics,396.63
295,296,Product 296,Books,341.02
296,297,Product 297,Home Goods,272.83
297,298,Product 298,Books,320.6
298,299,Product 299,Clothing,422.38
299,300,Product 300,Books,18.22
300,301,Product 301,Books,309.31
301,302,Product 302,Clothing,16.74
302,303,Product 303,Clothing,419.79
303,304,Product 304,Books,476.01
304,305,Product 305,Clothing,410.09
305,306,Product 306,Clothing,246.99
306,307,Product 307,Clothing,270.5
307,308,Product 308,Sports,145.59
308,309,Product 309,Sports,368.93
309,310,Product 310,Books,410.52
310,311,Product 311,Sports,351.7
311,312,Product 312,Sports,53.81
312,313,Product 313,Home Goods,46.44
313,314,Product 314,Home Goods,455.38
314,315,Product 315,Sports,324.14
315,316,Product 316,Books,399.78
316,317,Product 317,Sports,77.96
317,318,Product 318,Sports,234.21
318,319,Product 319,Sports,372.85
319,320,Product 320,Home Goods,439.43
320,321,Product 321,Books,377.56
321,322,Product 322,Clothing,114.05
322,323,Product 323,Sports,134.06
323,324,Product 324,Electronics,474.09
324,325,Product 325,Electronics,301.45
325,326,Product 326,Sports,372.96
326,327,Product 327,Electronics,338.79
327,328,Product 328,Sports,498.59
328,329,Product 329,Sports,305.27
329,330,Product 330,Electronics,225.41
330,331,Product 331,Home Goods,135.74
331,332,Product 332,Books,386.2
332,333,Product 333,Books,490.6
333,334,Product 334,Sports,231.89
334,335,Product 335,Clothing,108.62
335,336,Product 336,Books,7.39
336,337,Product 337,Electronics,387.48
337,338,Product 338,Books,482.34
338,339,Product 339,Sports,470.7
339,340,Product 340,Electronics,11.59
340,341,Product 341,Home Goods,227.86
341,342,Product 342,Sports,271.3
342,343,Product 343,Home Goods,215.06
343,344,Product 344,Electronics,313.1
344,345,Product 345,Home Goods,190.86
345,346,Product 346,Sports,452.4
346,347,Product 347,Home Goods,377.48
347,348,Product 348,Electronics,113.92
348,349,Product 349,Home Goods,260.94
349,350,Product 350,Books,105.78
350,351,Product 351,Electronics,158.1
351,352,Product 352,Sports,187.46
352,353,Product 353,Sports,412.8
353,354,Product 354,Sports,199.4
354,355,Product 355,Home Goods,142.9
355,356,Product 356,Clothing,345.91
356,357,Product 357,Books,186.15
357,358,Product 358,Books,87.81
358,359,Product 359,Books,197.27
359,360,Product 360,Clothing,449.52
360,361,Product 361,Sports,187.61
361,362,Product 362,Sports,200.63
362,363,Product 363,Home Goods,375.5
363,364,Product 364,Home Goods,34.09
364,365,Product 365,Home Goods,103.49
365,366,Product 366,Electronics,442.72
366,367,Product 367,Sports,375.96
367,368,Product 368,Home Goods,481.56
368,369,Product 369,Electronics,234.87
369,370,Product 370,Electronics,226.7
370,371,Product 371,Sports,104.2
371,372,Product 372,Home Goods,437.01
372,373,Product 373,Electronics,97.58
373,374,Product 374,Electronics,389.14
374,375,Product 375,Home Goods,371.56
375,376,Product 376,Books,498.19
376,377,Product 377,Electronics,231.48
377,378,Product 378,Sports,459.99
378,379,Product 379,Clothing,95.12
379,380,Product 380,Sports,281.93
380,381,Product 381,Home Goods,20.94
381,382,Product 382,Sports,236.08
382,383,Product 383,Books,328.08
383,384,Product 384,Home Goods,220.04
384,385,Product 385,Sports,34.18
385,386,Product 386,Home Goods,394.42
386,387,Product 387,Sports,128.3
387,388,Product 388,Home Goods,383.17
388,389,Product 389,Books,354.45
389,390,Product 390,Home Goods,72.84
390,391,Product 391,Clothing,309.46
391,392,Product 392,Electronics,302.17
392,393,Product 393,Sports,464.15
393,394,Product 394,Electronics,203.0
394,395,Product 395,Home Goods,468.16
395,396,Product 396,Electronics,272.95
396,397,Product 397,Clothing,436.01
397,398,Product 398,Books,340.55
398,399,Product 399,Clothing,339.07
399,400,Product 400,Books,461.34
400,401,Product 401,Books,251.81
401,402,Product 402,Clothing,283.32
402,403,Product 403,Clothing,278.41
403,404,Product 404,Home Goods,101.53
404,405,Product 405,Sports,120.34
405,406,Product 406,Clothing,404.97
406,407,Product 407,Sports,107.33
407,408,Product 408,Electronics,122.75
408,409,Product 409,Home Goods,92.92
409,410,Product 410,Electronics,145.39
410,411,Product 411,Sports,128.24
411,412,Product 412,Sports,230.92
412,413,Product 413,Electronics,309.11
413,414,Product 414,Home Goods,68.53
414,415,Product 415,Sports,348.03
415,416,Product 416,Home Goods,171.94
416,417,Product 417,Books,66.08
417,418,Product 418,Clothing,338.46
418,419,Product 419,Books,49.74
419,420,Product 420,Home Goods,194.75
420,421,Product 421,Electronics,318.68
421,422,Product 422,Books,90.13
422,423,Product 423,Books,309.62
423,424,Product 424,Sports,293.16
424,425,Product 425,Electronics,8.07
425,426,Product 426,Sports,309.04
426,427,Product 427,Books,187.67
427,428,Product 428,Home Goods,324.95
428,429,Product 429,Clothing,412.92
429,430,Product 430,Sports,185.52
430,431,Product 431,Home Goods,455.61
431,432,Product 432,Home Goods,337.87
432,433,Product 433,Home Goods,297.68
433,434,Product 434,Clothing,353.23
434,435,Product 435,Clothing,172.97
435,436,Product 436,Clothing,469.42
436,437,Product 437,Electronics,15.59
437,438,Product 438,Electronics,31.43
438,439,Product 439,Sports,348.52
439,440,Product 440,Home Goods,132.57
440,441,Product 441,Books,383.7
441,442,Product 442,Clothing,394.81
442,443,Product 443,Sports,161.19
443,444,Product 444,Books,206.67
444,445,Product 445,Clothing,288.31
445,446,Product 446,Clothing,245.6
446,447,Product 447,Electronics,246.6
447,448,Product 448,Books,264.9
448,449,Product 449,Sports,324.41
449,450,Product 450,Books,192.43
450,451,Product 451,Books,415.2
451,452,Product 452,Electronics,326.27
452,453,Product 453,Home Goods,264.93
453,454,Product 454,Clothing,56.2
454,455,Product 455,Clothing,366.39
455,456,Product 456,Electronics,394.4
456,457,Product 457,Electronics,42.35
457,458,Product 458,Sports,347.85
458,459,Product 459,Books,456.73
459,460,Product 460,Electronics,185.0
460,461,Product 461,Sports,189.19
461,462,Product 462,Sports,34.28
462,463,Product 463,Clothing,193.07
463,464,Product 464,Electronics,204.78
464,465,Product 465,Books,380.38
465,466,Product 466,Home Goods,449.88
466,467,Product 467,Electronics,450.11
467,468,Product 468,Clothing,208.49
468,469,Product 469,Electronics,131.86
469,470,Product 470,Sports,372.8
470,471,Product 471,Home Goods,192.66
471,472,Product 472,Electronics,321.96
472,473,Product 473,Sports,221.54
473,474,Product 474,Sports,31.64
474,475,Product 475,Sports,325.4
475,476,Product 476,Home Goods,342.63
476,477,Product 477,Sports,74.56
477,478,Product 478,Electronics,315.42
478,479,Product 479,Clothing,276.93
479,480,Product 480,Home Goods,432.14
480,481,Product 481,Books,420.7
481,482,Product 482,Home Goods,385.68
482,483,Product 483,Electronics,87.48
483,484,Product 484,Books,94.08
484,485,Product 485,Books,5.69
485,486,Product 486,Books,489.04
486,487,Product 487,Clothing,144.94
487,488,Product 488,Clothing,126.57
488,489,Product 489,Books,75.82
489,490,Product 490,Home Goods,297.16
490,491,Product 491,Sports,76.19
491,492,Product 492,Books,101.85
492,493,Product 493,Home Goods,235.1
493,494,Product 494,Sports,475.85
494,495,Product 495,Sports,296.33
495,496,Product 496,Clothing,53.63
496,497,Product 497,Home Goods,272.82
497,498,Product 498,Electronics,64.25
498,499,Product 499,Home Goods,21.88
499,500,Product 500,Home Goods,110.37
500,501,Product 501,Home Goods,8.02
501,502,Product 502,Home Goods,66.47
502,503,Product 503,Books,292.97
503,504,Product 504,Electronics,470.2
504,505,Product 505,Books,67.02
505,506,Product 506,Electronics,415.78
506,507,Product 507,Clothing,299.01
507,508,Product 508,Sports,45.21
508,509,Product 509,Electronics,48.32
509,510,Product 510,Sports,349.91
510,511,Product 511,Clothing,228.73
511,512,Product 512,Books,395.76
512,513,Product 513,Clothing,376.81
513,514,Product 514,Electronics,367.15
514,515,Product 515,Home Goods,191.31
515,516,Product 516,Books,79.06
516,517,Product 517,Clothing,385.73
517,518,Product 518,Clothing,311.55
518,519,Product 519,Sports,216.83
519,520,Product 520,Home Goods,279.58
520,521,Product 521,Home Goods,160.4
521,522,Product 522,Home Goods,452.16
522,523,Product 523,Clothing,8.14
523,524,Product 524,Books,426.85
524,525,Product 525,Electronics,409.5
525,526,Product 526,Clothing,38.16
526,527,Product 527,Clothing,355.15
527,528,Product 528,Electronics,421.58
528,529,Product 529,Home Goods,141.98
529,530,Product 530,Clothing,202.19
530,531,Product 531,Clothing,91.03
531,532,Product 532,Electronics,249.33
532,533,Product 533,Sports,247.64
533,534,Product 534,Clothing,259.59
534,535,Product 535,Electronics,395.29
535,536,Product 536,Clothing,331.88
536,537,Product 537,Books,181.2
537,538,Product 538,Home Goods,360.68
538,539,Product 539,Books,404.76
539,540,Product 540,Sports,347.9
540,541,Product 541,Books,7.89
541,542,Product 542,Home Goods,158.93
542,543,Product 543,Books,474.71
543,544,Product 544,Electronics,231.32
544,545,Product 545,Home Goods,312.75
545,546,Product 546,Home Goods,387.08
546,547,Product 547,Books,471.24
547,548,Product 548,Clothing,397.76
548,549,Product 549,Books,78.33
549,550,Product 550,Sports,410.41
550,551,Product 551,Clothing,298.56
551,552,Product 552,Electronics,251.13
552,553,Product 553,Books,336.87
553,554,Product 554,Home Goods,192.15
554,555,Product 555,Home Goods,294.27
555,556,Product 556,Sports,52.4
556,557,Product 557,Home Goods,247.54
557,558,Product 558,Clothing,77.09
558,559,Product 559,Home Goods,99.82
559,560,Product 560,Electronics,303.82
560,561,Product 561,Books,302.38
561,562,Product 562,Home Goods,108.35
562,563,Product 563,Electronics,10.27
563,564,Product 564,Books,274.15
564,565,Product 565,Home Goods,180.53
565,566,Product 566,Sports,74.62
566,567,Product 567,Clothing,96.08
567,568,Product 568,Electronics,348.23
568,569,Product 569,Electronics,470.41
569,570,Product 570,Books,88.6
570,571,Product 571,Clothing,338.56
571,572,Product 572,Books,302.77
572,573,Product 573,Clothing,148.65
573,574,Product 574,Sports,112.4
574,575,Product 575,Home Goods,122.1
575,576,Product 576,Clothing,388.13
576,577,Product 577,Books,325.97
577,578,Product 578,Sports,87.32
578,579,Product 579,Sports,275.3
579,580,Product 580,Books,307.34
580,581,Product 581,Home Goods,215.19
581,582,Product 582,Clothing,442.13
582,583,Product 583,Books,430.4
583,584,Product 584,Clothing,249.87
584,585,Product 585,Clothing,8.59
585,586,Product 586,Books,136.13
586,587,Product 587,Home Goods,398.79
587,588,Product 588,Electronics,295.73
588,589,Product 589,Sports,355.4
589,590,Product 590,Electronics,326.51
590,591,Product 591,Home Goods,250.13
591,592,Product 592,Books,471.96
592,593,Product 593,Sports,322.02
593,594,Product 594,Books,71.06
594,595,Product 595,Clothing,140.02
595,596,Product 596,Electronics,54.48
596,597,Product 597,Home Goods,362.3
597,598,Product 598,Sports,453.79
598,599,Product 599,Electronics,306.53
599,600,Product 600,Clothing,441.86
600,601,Product 601,Sports,191.96
601,602,Product 602,Electronics,51.71
602,603,Product 603,Electronics,66.88
603,604,Product 604,Books,185.94
604,605,Product 605,Sports,82.29
605,606,Product 606,Books,326.15
606,607,Product 607,Electronics,395.34
607,608,Product 608,Home Goods,7.3
608,609,Product 609,Books,141.85
609,610,Product 610,Sports,168.24
610,611,Product 611,Home Goods,495.37
611,612,Product 612,Home Goods,379.58
612,613,Product 613,Books,195.99
613,614,Product 614,Electronics,184.92
614,615,Product 615,Clothing,304.24
615,616,Product 616,Electronics,156.53
616,617,Product 617,Books,46.05
617,618,Product 618,Home Goods,205.55
618,619,Product 619,Sports,16.77
619,620,Product 620,Electronics,138.94
620,621,Product 621,Books,429.98
621,622,Product 622,Clothing,352.02
622,623,Product 623,Sports,111.52
623,624,Product 624,Books,35.86
624,625,Product 625,Electronics,483.96
625,626,Product 626,Sports,140.82
626,627,Product 627,Clothing,243.8
627,628,Product 628,Clothing,333.12
628,629,Product 629,Sports,214.04
629,630,Product 630,Electronics,19.49
630,631,Product 631,Home Goods,240.21
631,632,Product 632,Home Goods,8.03
632,633,Product 633,Sports,347.99
633,634,Product 634,Electronics,259.57
634,635,Product 635,Electronics,311.94
635,636,Product 636,Home Goods,389.55
636,637,Product 637,Electronics,387.11
637,638,Product 638,Home Goods,322.78
638,639,Product 639,Sports,225.81
639,640,Product 640,Electronics,301.85
640,641,Product 641,Books,52.5
641,642,Product 642,Clothing,30.29
642,643,Product 643,Sports,146.92
643,644,Product 644,Home Goods,213.67
644,645,Product 645,Books,281.13
645,646,Product 646,Home Goods,337.68
646,647,Product 647,Sports,49.58
647,648,Product 648,Sports,173.84
648,649,Product 649,Home Goods,18.22
649,650,Product 650,Sports,420.92
650,651,Product 651,Clothing,60.85
651,652,Product 652,Clothing,168.18
652,653,Product 653,Clothing,75.35
653,654,Product 654,Clothing,99.58
654,655,Product 655,Clothing,264.26
655,656,Product 656,Electronics,358.47
656,657,Product 657,Clothing,484.76
657,658,Product 658,Home Goods,287.82
658,659,Product 659,Home Goods,261.53
659,660,Product 660,Electronics,19.33
660,661,Product 661,Sports,232.88
661,662,Product 662,Books,47.05
662,663,Product 663,Books,178.72
663,664,Product 664,Electronics,58.68
664,665,Product 665,Home Goods,283.5
665,666,Product 666,Sports,372.4
666,667,Product 667,Clothing,339.64
667,668,Product 668,Home Goods,260.78
668,669,Product 669,Clothing,384.83
669,670,Product 670,Books,207.08
670,671,Product 671,Clothing,116.39
671,672,Product 672,Clothing,60.18
672,673,Product 673,Electronics,368.18
673,674,Product 674,Books,140.28
674,675,Product 675,Sports,322.33
675,676,Product 676,Sports,342.73
676,677,Product 677,Clothing,174.48
677,678,Product 678,Books,307.52
678,679,Product 679,Home Goods,29.78
679,680,Product 680,Clothing,123.27
680,681,Product 681,Clothing,308.63
681,682,Product 682,Clothing,460.26
682,683,Product 683,Home Goods,272.22
683,684,Product 684,Home Goods,248.2
684,685,Product 685,Clothing,164.05
685,686,Product 686,Electronics,245.96
686,687,Product 687,Sports,38.1
687,688,Product 688,Home Goods,213.95
688,689,Product 689,Home Goods,399.76
689,690,Product 690,Home Goods,219.74
690,691,Product 691,Books,26.0
691,692,Product 692,Electronics,165.87
692,693,Product 693,Clothing,65.35
693,694,Product 694,Books,453.3
694,695,Product 695,Home Goods,164.35
695,696,Product 696,Books,267.43
696,697,Product 697,Sports,83.86
697,698,Product 698,Sports,131.56
698,699,Product 699,Books,471.58
699,700,Product 700,Electronics,226.9
700,701,Product 701,Sports,176.43
701,702,Product 702,Books,301.91
702,703,Product 703,Electronics,471.08
703,704,Product 704,Electronics,130.29
704,705,Product 705,Books,255.4
705,706,Product 706,Home Goods,431.52
706,707,Product 707,Clothing,243.42
707,708,Product 708,Clothing,158.14
708,709,Product 709,Books,163.38
709,710,Product 710,Sports,474.08
710,711,Product 711,Sports,288.83
711,712,Product 712,Clothing,345.66
712,713,Product 713,Clothing,121.52
713,714,Product 714,Books,79.14
714,715,Product 715,Home Goods,207.08
715,716,Product 716,Books,299.17
716,717,Product 717,Sports,471.79
717,718,Product 718,Sports,371.55
718,719,Product 719,Electronics,215.68
719,720,Product 720,Sports,364.41
720,721,Product 721,Home Goods,6.01
721,722,Product 722,Sports,73.66
722,723,Product 723,Electronics,230.34
723,724,Product 724,Books,155.1
724,725,Product 725,Books,48.04
725,726,Product 726,Clothing,479.93
726,727,Product 727,Sports,411.15
727,728,Product 728,Books,224.66
728,729,Product 729,Books,443.45
729,730,Product 730,Home Goods,490.7
730,731,Product 731,Home Goods,217.93
731,732,Product 732,Sports,39.36
732,733,Product 733,Home Goods,361.33
733,734,Product 734,Home Goods,442.22
734,735,Product 735,Books,448.1
735,736,Product 736,Sports,85.4
736,737,Product 737,Home Goods,56.57
737,738,Product 738,Home Goods,429.63
738,739,Product 739,Clothing,165.02
739,740,Product 740,Clothing,39.6
740,741,Product 741,Electronics,78.98
741,742,Product 742,Books,17.05
742,743,Product 743,Books,410.56
743,744,Product 744,Home Goods,255.64
744,745,Product 745,Electronics,496.61
745,746,Product 746,Sports,216.67
746,747,Product 747,Home Goods,426.06
747,748,Product 748,Electronics,275.43
748,749,Product 749,Sports,493.24
749,750,Product 750,Electronics,211.83
750,751,Product 751,Sports,44.23
751,752,Product 752,Sports,167.12
752,753,Product 753,Electronics,369.59
753,754,Product 754,Home Goods,257.68
754,755,Product 755,Electronics,231.44
755,756,Product 756,Books,64.28
756,757,Product 757,Sports,249.29
757,758,Product 758,Electronics,413.23
758,759,Product 759,Home Goods,451.67
759,760,Product 760,Home Goods,220.11
760,761,Product 761,Books,375.71
761,762,Product 762,Electronics,143.63
762,763,Product 763,Home Goods,358.33
763,764,Product 764,Clothing,400.31
764,765,Product 765,Home Goods,8.86
765,766,Product 766,Clothing,119.5
766,767,Product 767,Electronics,467.23
767,768,Product 768,Electronics,389.16
768,769,Product 769,Electronics,374.75
769,770,Product 770,Sports,474.92
770,771,Product 771,Clothing,368.07
771,772,Product 772,Home Goods,68.5
772,773,Product 773,Sports,8.1
773,774,Product 774,Electronics,107.37
774,775,Product 775,Home Goods,183.03
775,776,Product 776,Sports,184.9
776,777,Product 777,Books,457.47
777,778,Product 778,Home Goods,344.72
778,779,Product 779,Home Goods,379.15
779,780,Product 780,Clothing,280.33
780,781,Product 781,Books,412.05
781,782,Product 782,Clothing,307.14
782,783,Product 783,Books,138.82
783,784,Product 784,Books,29.93
784,785,Product 785,Home Goods,149.34
785,786,Product 786,Books,84.35
786,787,Product 787,Clothing,349.8
787,788,Product 788,Electronics,425.18
788,789,Product 789,Clothing,65.65
789,790,Product 790,Books,142.62
790,791,Product 791,Clothing,267.51
791,792,Product 792,Sports,423.5
792,793,Product 793,Home Goods,119.77
